,Рентабельность продаж,Рентабельность активов (ROA),Рентабельность капитала (ROE)
148408,0.0257,0.4066,0.9157
148409,,,
148410,,,
148411,,,
148412,,,
148413,,,
148414,0.104,0.3718,1.4993
148415,,,
148416,,,
148417,,,
148418,,,
148419,,,
148420,,,
148421,,,
148422,,,
148423,0.1752,0.3407,0.3833
148424,0.0778,1.0321,1.1196
148425,,,
148426,,,
148427,0.3485,0.1588,0.2139
148428,,,
148429,,,
148430,0.0378,0.128,1.8571
148431,,,
148432,,,
148433,,,
148434,,,
148435,,,
148436,,,
148437,,,
148438,,,
148439,,,
148440,,,
148441,,,
148442,,,
148443,,,
148444,,,
148445,,,
148446,,,
148447,,,
148448,0.0342,0.113,-0.0528
148449,-0.1367,-0.4012,0.3475
148450,0.1621,0.0772,1.1031
148451,,,
148452,,,
148453,0.086,0.3455,-9.2334
148454,,,
148455,-0.6795,-0.3448,1.9216
148456,,,
148457,,,
148458,,,
148459,,,
148460,,,
148461,,,
148462,,,
148463,0.1337,0.2129,0.2259
148464,,,
148465,,,
148466,0.1776,0.2237,0.5433
148467,,,
148468,,,
148469,,,
148470,,,
148471,,,
148472,-0.0112,0.0019,0.0121
148473,0.045,9.3172,
148474,0.538,0.1726,0.3064
148475,,,
148476,,,
148477,,,
148478,-0.1371,-6.427,1.4187
148479,,,
148480,,,
148481,,,
148482,,,
148483,,-1.1,0.0531
148484,,,
148485,,,
148486,,,
148487,,,
148488,,,
148489,,,
148490,,,
148491,,,
148492,,,
148493,,,
148494,,,
148495,,,
148496,,,
148497,,,
148498,,,
148499,-2.1272,-0.3972,6.2576
148500,,,
148501,0.1545,1.4458,-0.9919
148502,,,
148503,,,
148504,,,
148505,0.0589,0.4253,1.1691
148506,0.0773,-0.0008,-0.0008
148507,,,
148508,,,
148509,,,
148510,,,
148511,-0.0199,-0.5562,1.9407
148512,,,
148513,,,
148514,,,
148515,,,
148516,1.0,0.0028,0.1667
148517,0.0431,-0.0014,-0.0061
148518,-0.0577,0.0802,-2.3248
148519,,,
148520,-0.0781,-0.0389,0.233
148521,,,
148522,0.1454,0.4499,1.127
148523,,,
148524,0.0509,0.0173,0.0202
148525,0.0023,0.0006,0.0028
148526,,,
148527,,,
148528,0.0896,0.0743,0.4577
148529,,,
148530,,,
148531,,,
148532,,,
148533,,0.2424,0.5714
148534,,,
148535,,,
148536,,,
148537,,,
148538,,,
148539,,,
148540,,,
148541,-0.2198,-1.8685,0.9252
148542,,,
148543,,,
148544,,,
148545,0.0096,0.0167,0.0325
148546,,,
148547,,,
148548,,,
148549,,,
148550,,,
148551,,,
148552,0.1881,0.453,0.7986
148553,0.3052,0.6557,0.797
148554,0.0073,0.0141,0.0188
148555,,,
148556,,,
148557,,,
148558,0.006,0.0395,0.7316
148559,,,
148560,,,
148561,,,
148562,,,
148563,,,
148564,,,
148565,-8.1451,0.2244,-0.0552
148566,,,
148567,,,
148568,,,
148569,,,
148570,,,
148571,,,
148572,,,
148573,,,
148574,0.1145,0.2121,0.3427
148575,,,
148576,,,
148577,,,
148578,,,
148579,,,
148580,0.2579,0.1801,0.8305
148581,,,
148582,,,
148583,,,
148584,0.0267,0.0595,0.0595
148585,-0.003,-0.1887,0.1829
148586,,,
148587,,,
148588,,,
148589,0.2021,0.0094,0.0712
148590,0.4415,2.1902,2.2946
148591,,,
148592,,,
148593,,,
148594,,,
148595,,,
148596,0.1534,0.1297,0.1299
148597,,,
148598,,,
148599,,,
148600,,,
148601,,,
148602,,,
148603,,,
148604,-0.2967,-0.8222,-0.8479
148605,,,
148606,,,
148607,,,
148608,,,
148609,,,
148610,,,
148611,-1.2452,-0.9218,-1.224
148612,,,
148613,,,
148614,,,
148615,0.4444,0.5845,1.3913
148616,,,
148617,0.0231,0.0492,0.2941
148618,,,
148619,,,
148620,,,
148621,,,
148622,,,
148623,-61.8333,-0.0026,-0.0496
148624,,,
148625,,,
148626,,,
148627,,,
148628,,,
148629,,-0.5,-0.5
148630,,,
148631,,,
148632,,,
148633,,,
148634,,,
148635,,,
148636,,,
148637,-0.0656,-0.1256,0.3066
148638,,,
148639,,,
148640,,-0.3333,2.6667
148641,0.5644,3.5916,4.0353
148642,0.506,0.5432,1.0411
148643,,,
148644,,,
148645,,,
148646,,,
148647,,,
148648,,,
148649,,,
148650,0.5134,0.284,0.9556
148651,,,
148652,,,
148653,,,
148654,,,
148655,,-0.0785,4.8571
148656,,,
148657,0.4384,1.685,3.7602
148658,,,
148659,,,
148660,-0.0198,0.0044,0.0841
148661,-0.2365,-1.3873,-1.6573
148662,,,
148663,,,
148664,,,
148665,,,
148666,,,
148667,,,
148668,-0.2052,-0.4,1.7173
148669,-0.2799,-3.5849,2.9934
148670,,,
148671,,,
148672,0.0744,0.0211,0.0211
148673,,,
148674,,,
148675,,,
148676,,,
148677,0.2103,2.4809,107.3
148678,0.0608,0.0039,0.0295
148679,,,
148680,,,
148681,,,
148682,,,
148683,,,
148684,,,
148685,,,
148686,,,
148687,,,
148688,,,
148689,,-3.2222,-3.8667
148690,,,
148691,,,
148692,,,
148693,,,
148694,,,
148695,,,
148696,,,
148697,,,
148698,,,
148699,,,
148700,,,
148701,0.0622,0.1957,1.7359
148702,,,
148703,,,
148704,,,
148705,,,
148706,-0.0236,-0.3899,1.7188
148707,,,
148708,,,
148709,,,
148710,,,
148711,0.0488,0.2207,-0.0943
148712,,,
148713,,,
148714,,,
148715,,,
148716,,,
148717,,-0.344,3.9091
148718,,,
148719,0.1923,0.1081,1.0
148720,,,
148721,0.1057,0.003,0.0033
148722,,,
148723,0.1364,0.7316,1.0012
148724,,,
148725,,,
148726,0.0195,,
148727,,,
148728,-0.0205,-1.1767,-3.2347
148729,,,
148730,,,
148731,,,
148732,,,
148733,,,
148734,,,
148735,,,
148736,,,
148737,0.7985,3.2518,3.4037
148738,,,
148739,,,
148740,,,
148741,,,
148742,,,
148743,,,
148744,,,
148745,,,
148746,-0.2209,-1.3305,-1.6211
148747,0.0741,0.0888,0.1575
148748,-0.154,-0.0734,-0.0746
148749,,,
148750,,-0.4336,-0.4523
148751,,,
148752,,,
148753,,,
148754,,,
148755,0.1587,0.5789,0.6189
148756,,,
148757,,,
148758,,,
148759,,,
148760,,,
148761,,,
148762,0.6762,1.8627,1.992
148763,0.1376,0.0379,0.0465
148764,,,
148765,,,
148766,-0.1133,-0.5952,-2.5
148767,,,2.0
148768,,,
148769,,,
148770,,,
148771,,,
148772,,,
148773,0.0418,0.0641,0.1313
148774,,-2.0,
148775,,,
148776,,,
148777,,,
148778,,,
148779,,,
148780,,,
148781,0.3393,0.0418,0.086
148782,,,
148783,0.4,0.087,-0.0007
148784,,,
148785,,,
148786,0.0193,0.0096,0.1538
148787,0.3414,0.3658,0.4899
148788,,,
148789,,-1.8383,-1.8842
148790,,,
148791,0.1531,1.8726,1.937
148792,,,
148793,,-0.3064,0.7423
148794,0.1048,0.5277,0.6058
148795,,,
148796,,,
148797,,,
148798,-0.0128,1.9632,-0.0706
148799,-0.25,-0.1729,-0.1816
148800,,,
148801,,,
148802,,,
148803,,,
148804,,-0.8535,0.7701
148805,,,
148806,,,
148807,0.0569,0.1385,0.1792
148808,,,
148809,,,
148810,,,
148811,,,
148812,,,
148813,,,
148814,,,
148815,0.0211,0.0232,0.0239
148816,,,
148817,0.1509,0.342,0.3932
148818,,,
148819,,,
148820,,,
148821,,-19.0,2.1111
148822,,,
148823,,,
148824,-0.0441,-0.0088,-0.0864
148825,,,
148826,,,
148827,,,
148828,,,
148829,,,
148830,,,
148831,,,
148832,,,
148833,,,
148834,,,
148835,0.1305,1.5823,1.998
148836,,,
148837,,,
148838,,,
148839,,,
148840,,,
148841,,,
148842,,,
148843,,,
148844,,,
148845,,-40.8889,2.1149
148846,,,
148847,-0.1975,-1.0833,1.7594
148848,,,
148849,,,
148850,,,
148851,,,
148852,,,
148853,-0.6006,-0.7763,-0.9667
148854,0.0335,0.0272,-0.3433
148855,,,
148856,,,
148857,-0.0231,-0.6759,-0.7777
148858,,,
148859,,-0.4095,-0.5085
148860,,,
148861,,,
148862,,,
148863,0.1511,0.1557,0.2898
148864,,,
148865,,,
148866,,,
148867,,,
148868,0.0287,0.0643,0.206
148869,,,
148870,,,
148871,,,
148872,0.6776,0.3855,0.8284
148873,0.4986,1.1544,2.9064
148874,0.0741,0.0123,0.0161
148875,,,
148876,,,
148877,,,
148878,0.7062,0.1179,0.1228
148879,,,
148880,,,
148881,,,
148882,-0.8855,0.083,0.3846
148883,-0.6667,-1.3122,0.1942
148884,-0.1198,-1.0735,-1.3985
148885,,,
148886,,,
148887,,,
148888,,,
148889,,,
148890,,-0.1061,-0.1071
148891,,,
148892,0.125,0.6921,-1.6269
148893,,,
148894,,,
148895,0.1451,0.2033,0.4046
148896,-0.2511,-1.1602,-1.1602
148897,,,
148898,,,
148899,,,
148900,,,
148901,,,
148902,,,
148903,,,
148904,,,
148905,,,
148906,,,
148907,,,
148908,,,
148909,,,
148910,,,
148911,,,
148912,,,
148913,0.0775,-0.0076,-0.0088
148914,,,
148915,,,
148916,,,
148917,,,
148918,,,
148919,,,
148920,0.0492,0.4312,0.4444
148921,,,
148922,,,
148923,,,
148924,,,
148925,,,
148926,,,
148927,,,
148928,0.0269,0.0418,0.3535
148929,,,
148930,-0.941,-3.5933,-10.2471
148931,0.0661,0.3821,1.1188
148932,,,
148933,0.1504,0.321,0.4675
148934,,,
148935,0.0571,0.0989,0.1524
148936,0.6874,1.0696,1.1266
148937,,,
148938,,,
148939,,,
148940,0.0829,0.3407,0.3651
148941,,,
148942,0.1107,0.7262,1.0174
148943,,,
148944,,,
148945,0.0571,0.7087,1.8947
148946,,,
148947,,,
148948,,,
148949,,,
148950,,,
148951,0.0107,,
148952,,,
148953,,,
148954,,,
148955,-0.5667,-2.5352,-18.0
148956,,,
148957,,,
148958,,,
148959,,,
148960,,,
148961,,,
148962,,,
148963,,,
148964,,,
148965,,,
148966,,,
148967,,,
148968,,,
148969,,,
148970,,,
148971,,,
148972,,,
148973,,,
148974,,,
148975,,,
148976,,,
148977,-3.1524,-0.586,-0.9953
148978,,,
148979,,,
148980,,,
148981,,,
148982,,,
148983,,,
148984,,,
148985,-2.6766,-0.1436,6.6132
148986,,,
148987,,,
148988,,,
148989,,,
148990,0.024,-0.0027,-0.0039
148991,,,
148992,,,
148993,0.0024,-0.0126,-0.0655
148994,,,
148995,,,
148996,,,
148997,,,
148998,,,
148999,,,
149000,,,
149001,,,
149002,,,
149003,,,
149004,0.0344,0.1908,1.4419
149005,-9.2118,1.9179,1.9251
149006,1.0,1.8562,1.9796
149007,,,
149008,,,
149009,,,
149010,,,
149011,,,
149012,,,
149013,,,
149014,,-1.3744,1.86
149015,,,
149016,-0.6281,-1032.0,2.0395
149017,0.2751,0.5053,0.6916
149018,,,
149019,0.0321,0.1403,0.2699
149020,,,
149021,0.9341,1.1231,1.1271
149022,,,
149023,,,
149024,,,
149025,,,
149026,-0.3491,-0.0828,-0.0864
149027,0.1875,0.0316,-0.0349
149028,,,
149029,,,
149030,,,
149031,,,
149032,,,
149033,,,
149034,,,
149035,,,
149036,,,
149037,,,
149038,,,
149039,,,
149040,,,
149041,,,
149042,,,
149043,,,
149044,,,
149045,,,
149046,0.1237,0.2857,0.3333
149047,,,
149048,,,
149049,-0.61,-2.0679,-4.7605
149050,,,
149051,,,
149052,,-0.0131,0.0315
149053,,,
149054,,,
149055,,,
149056,,,
149057,,,
149058,,,
149059,0.209,0.061,0.1375
149060,,,
149061,,,
149062,,,
149063,,,
149064,,,
149065,,,
149066,,,
149067,,-1.0625,0.1288
149068,0.0498,0.2114,0.2587
149069,,,
149070,,,
149071,,,
149072,,,
149073,,,
149074,,,
149075,,,
149076,,,
149077,,,
149078,0.8309,2.9216,5.2321
149079,,,
149080,,,
149081,,-0.4593,0.4796
149082,,,
149083,,,
149084,0.0219,0.026,0.4168
149085,,,
149086,1.0,0.7816,1.0681
149087,0.1087,0.1481,0.4224
149088,,,
149089,,,
149090,,,
149091,,,
149092,0.1976,0.5859,0.6577
149093,,,
149094,,,
149095,,,
149096,,,
149097,,,
149098,,,
149099,,,
149100,0.2232,1.0243,1.9601
149101,,,
149102,0.1148,0.0424,0.4516
149103,,,
149104,,,
149105,,,
149106,,,
149107,,,
149108,,,
149109,,-0.2664,-1.0622
149110,,-0.2222,-0.2222
149111,,,
149112,,,
149113,,-1.0,0.0014
149114,,,
149115,,,
149116,0.1153,0.0256,0.0895
149117,0.1177,0.0555,0.0779
149118,0.415,1.6109,1.8677
149119,,,
149120,,,
149121,,,
149122,-0.7311,-1.5046,-90.5
149123,,,
149124,-1.2,-1.9368,-1.9785
149125,0.4184,2.3985,3.3672
149126,,,
149127,0.0306,0.036,0.8235
149128,,,
149129,,,
149130,0.1088,0.3245,0.6491
149131,,,
149132,,,
149133,,,
149134,-0.134,-0.2921,2.2659
149135,0.0575,0.0344,0.0401
149136,0.0582,-0.1234,-0.2083
149137,,,
149138,,,
149139,0.0913,0.0597,0.0603
149140,,,
149141,,,
149142,,,
149143,,,
149144,,,
149145,,,
149146,,,
149147,,-1.3333,-1.3333
149148,,,
149149,0.248,0.3481,0.587
149150,,,
149151,,,
149152,,,
149153,,,
149154,,,
149155,,,
149156,,,
149157,,,
149158,,,
149159,,,
149160,0.7094,1.9055,2.0055
149161,-0.0824,-0.0623,-0.1596
149162,,,
149163,,,2.0
149164,,,
149165,,,
149166,,,
149167,,,
149168,0.102,0.1974,0.2057
149169,,,
149170,,,
149171,,,
149172,,,
149173,,,
149174,,,
149175,,,
149176,,,
149177,0.0415,0.0363,0.7578
149178,,,
149179,0.0435,0.1737,1.4902
149180,,,
149181,,,
149182,,,
149183,0.2575,0.0005,-0.0381
149184,,,
149185,-0.047,-0.0029,-0.0651
149186,,,
149187,0.4719,1.3444,1.432
149188,,,
149189,,,
149190,,,
149191,,,
149192,,,
149193,,,
149194,,,
149195,,,
149196,,,
149197,0.0512,0.059,-0.064
149198,0.2052,0.4759,0.4801
149199,,,
149200,,,
149201,,,
149202,,,
149203,0.0131,0.0274,0.9011
149204,0.6182,2.7158,2.7158
149205,,,
149206,,,
149207,,,
149208,0.1496,0.2345,0.4825
149209,0.6643,0.5436,0.5599
149210,,,
149211,,,
149212,,,
149213,,,
149214,-0.5848,0.0366,0.0774
149215,,,
149216,,,
149217,,,
149218,,,
149219,-2.1043,-0.389,11.2356
149220,,,
149221,,,
149222,,,
149223,,,
149224,,,
149225,-0.0012,0.0188,0.4607
149226,,,
149227,,-0.0436,0.0268
149228,0.2128,1.2814,1.5336
149229,,,
149230,0.2183,0.6731,6.5998
149231,,,
149232,,,
149233,,,
149234,,,
149235,,-1.3333,-1.3333
149236,,,
149237,0.662,0.0643,0.6543
149238,,,
149239,,,
149240,,,
149241,0.6933,-1.4892,-1.9682
149242,,,
149243,,,
149244,,,
149245,,,
149246,,,
149247,0.587,1.7784,1.9909
149248,,,
149249,,,
149250,,,
149251,,,
149252,,,
149253,,,
149254,,,
149255,0.0252,-0.0403,-0.0432
149256,,,
149257,,,
149258,,,
149259,0.0528,-0.4657,-1.1999
149260,-0.0429,-0.323,-1.2146
149261,,,
149262,,,
149263,,,
149264,,,
149265,0.3155,1.2258,1.7025
149266,,,
149267,,,
149268,,,
149269,,,
149270,,,
149271,,,
149272,,,
149273,,,
149274,,,
149275,0.0881,0.2472,1.5982
149276,,,
149277,,,
149278,,,
149279,0.2041,0.1992,0.223
149280,,-0.087,-0.0895
149281,-0.0552,-0.1665,-0.7024
149282,,,
149283,,-0.708,0.0076
149284,,,
149285,,,
149286,,,
149287,0.2345,0.8122,2.9231
149288,,,
149289,0.4804,1.521,1.6264
149290,,,
149291,,,
149292,,,
149293,,,
149294,,,
149295,,,
149296,,-0.1341,-0.1341
149297,,,
149298,,,
149299,0.2406,0.1235,0.1344
149300,,,
149301,,,
149302,0.1519,0.0207,0.0272
149303,0.0447,0.2166,0.5271
149304,,,
149305,-1.9045,-1.7072,4.455
149306,,,
149307,0.0148,-0.1869,-0.262
149308,,,
149309,,,
149310,,,
149311,,,
149312,0.056,0.1107,0.1142
149313,-0.2807,-0.6489,-3.3224
149314,,,
149315,,,
149316,,-0.0069,-0.0069
149317,,,
149318,,,
149319,,,
149320,,,
149321,,,
149322,,,
149323,,,
149324,,,
149325,,,
149326,0.0561,0.5137,1.9618
149327,,,
149328,,,
149329,0.0592,0.2594,0.665
149330,,,
149331,,,
149332,0.7786,0.1295,0.1304
149333,,,
149334,0.0707,0.2987,0.7588
149335,,,
149336,,,
149337,,,
149338,,,
149339,,,
149340,,,
149341,,,
149342,,,
149343,-1.1995,-0.2064,-4.9231
149344,,,
149345,0.2886,0.8964,1.0714
149346,,,
149347,,,
149348,0.0901,0.0656,0.1793
149349,,,
149350,,,
149351,,,
149352,,,
149353,,,
149354,,,
149355,,,
149356,,,
149357,,,
149358,,,
149359,,,
149360,,,
149361,,,
149362,0.0257,0.0844,0.2762
149363,-0.6085,-1.2738,-4.0606
149364,,,
149365,,,
149366,,,
149367,,,
149368,,,
149369,,,
149370,0.4973,0.4663,0.4842
149371,,,
149372,0.2668,1.1533,1.3181
149373,,,
149374,,,
149375,,,
149376,,,
149377,,,
149378,,,
149379,0.1547,0.4031,0.7504
149380,,,
149381,,,
149382,,,
149383,,,
149384,,,
149385,,,
149386,,,
149387,,,
149388,0.0126,0.0446,1.2086
149389,,,
149390,0.2166,0.5036,0.5148
149391,,,
149392,,,
149393,,,
149394,,,
149395,,,
149396,,,
149397,,,
149398,,,
149399,,,
149400,,,
149401,,,
149402,0.4229,0.547,0.6372
149403,-1.2264,-24.6667,2.0147
149404,,,
149405,,,
149406,,,
149407,,,
149408,,,
149409,,,
149410,,,
149411,,,
149412,,,
149413,,,
149414,,,
149415,,,
149416,,,
149417,,,
149418,,,
149419,-0.1374,-0.955,-1.9399
149420,0.0305,-0.1114,-0.165
149421,,,
149422,-1.0738,-1.2904,-1.3382
149423,,,
149424,,,
149425,,,
149426,,,
149427,,,
149428,,,
149429,,,
149430,,,
149431,0.1707,0.1511,0.3116
149432,,,
149433,0.0596,0.0529,0.6559
149434,,,
149435,,,
149436,,,
149437,,,
149438,,,
149439,,,
149440,0.6019,1.873,1.9397
149441,,,
149442,,,
149443,,,
149444,,,
149445,,,
149446,1.0,0.5131,0.5211
149447,,,
149448,,,
149449,,,
149450,,,
149451,,,
149452,-11.8933,-0.0272,0.0437
149453,,,
149454,,,
149455,,,
149456,,,
149457,,,
149458,,,
149459,,,
149460,,,
149461,,,
149462,,,
149463,,,
149464,,,
149465,,,
149466,,,
149467,0.1538,0.5005,0.7768
149468,,,
149469,,,
149470,,,
149471,0.1537,0.6473,-13.0
149472,,,
149473,,,
149474,,,
149475,,,
149476,,,
149477,,,
149478,,,
149479,,,
149480,0.2013,1.852,1.9685
149481,,,
149482,0.0377,0.134,0.175
149483,1.0,0.3228,0.3566
149484,,,
149485,,-0.0282,3.3333
149486,,,
149487,0.1382,0.906,0.945
149488,,,
149489,,,
149490,,,
149491,0.2879,1.1243,2.6277
149492,-0.29,-0.0723,0.2256
149493,,,
149494,0.4739,3.8413,-4.5234
149495,,,
149496,,,
149497,,,
149498,-0.2412,-1.5065,-2.1841
149499,,,
149500,,,
149501,0.264,0.2313,0.237
149502,,,
149503,,,
149504,,,
149505,,,
149506,,,
149507,,,
149508,,,
149509,,,
149510,,,
149511,,,
149512,,,
149513,,,
149514,0.152,0.2266,0.47
149515,,,
149516,,-0.1394,0.021
149517,,,
149518,0.0651,,
149519,,,
149520,,,
149521,,,
149522,,,
149523,,,
149524,0.0259,0.2376,0.5103
149525,,,
149526,0.0396,0.1436,0.1436
149527,,,
149528,,,
149529,,,
149530,,,
149531,,,
149532,,,
149533,,,
149534,,,
149535,,,
149536,,,
149537,,,
149538,,,
149539,,,
149540,,,
149541,-0.047,-0.0594,0.0156
149542,,,
149543,,,
149544,,,
149545,,,
149546,,,
149547,,,
149548,,,
149549,,,
149550,,,
149551,,,
149552,,,
149553,,,
149554,,,
149555,,,
149556,0.3028,1.0546,1.1702
149557,,,
149558,,,
149559,,,
149560,-0.3625,-2.3725,-2.4444
149561,0.985,2.427,2.427
149562,,,
149563,,,
149564,,,
149565,,,
149566,-0.125,-0.3071,-0.369
149567,,,
149568,0.0682,0.412,0.4737
149569,,,
149570,,,
149571,,,
149572,,,
149573,,,
149574,,,
149575,,,
149576,,,
149577,,,
149578,,,
149579,,,
149580,,,
149581,,,
149582,,,
149583,,,
149584,-2.1064,-0.3944,0.38
149585,,,
149586,0.5677,1.6099,1.834
149587,,,
149588,,,
149589,,,
149590,,,
149591,0.2128,0.1537,0.2347
149592,,,
149593,,,
149594,,,
149595,-0.087,-1.3826,-1.5259
149596,,,
149597,,,
149598,,,
149599,,,
149600,0.0259,0.014,0.081
149601,,,
149602,,,
149603,,,
149604,,,
149605,,,
149606,,,
149607,,,
149608,,,
149609,-0.0094,-0.0678,-0.1651
149610,,,
149611,,,
149612,,,
149613,,,
149614,,,
149615,,,
149616,0.1362,0.7915,0.9301
149617,,,
149618,,,
149619,,,
149620,,,
149621,-9.4786,-0.7049,-0.8047
149622,,,
149623,,,
149624,,,
149625,,,
149626,0.0859,0.1409,0.1763
149627,0.0285,,
149628,,,
149629,,,
149630,,,
149631,-0.0459,-0.1485,0.0261
149632,,,
149633,,,
149634,-1.6074,-0.5676,-0.5853
149635,,,
149636,,,
149637,,,
149638,,,
149639,,,
149640,,,
149641,,,
149642,,,
149643,,,
149644,,,
149645,0.0217,0.0012,0.06
149646,,,
149647,0.2664,0.8788,1.0059
149648,0.1209,0.1083,0.3439
149649,,,
149650,,,
149651,,,
149652,0.0037,0.0018,0.0018
149653,,,
149654,0.3935,1.5592,1.7177
149655,,,
149656,0.1938,1.6,1.6
149657,,,
149658,,,
149659,,,
149660,0.1923,0.1462,1.3511
149661,,,
149662,,,
149663,,,
149664,,,
149665,,,
149666,,,
149667,,,
149668,,,
149669,,,
149670,,,
149671,,,
149672,,,
149673,,,
149674,,,
149675,,,
149676,,,
149677,,,
149678,,,
149679,,,
149680,,,
149681,0.0302,,
149682,,,
149683,,,
149684,,,
149685,,,
149686,0.041,0.084,0.2099
149687,,,
149688,,,
149689,,,
149690,,,
149691,,,
149692,,,
149693,0.0214,0.0119,-0.3171
149694,,,
149695,,,
149696,,,
149697,0.0667,0.0803,0.1172
149698,,,
149699,0.0705,0.047,0.2453
149700,,,
149701,,,
149702,,,
149703,0.0297,0.2357,0.5747
149704,0.032,0.0439,0.1772
149705,0.0743,0.0417,1.3375
149706,,,
149707,0.0319,0.1958,1.2982
149708,0.2852,0.649,2.3358
149709,,,
149710,,,
149711,,,
149712,,,
149713,,,
149714,,,
149715,,,
149716,,,
149717,,,
149718,,,
149719,0.3339,0.8563,1.9848
149720,1.0,1.3107,2.202
149721,,,
149722,,,
149723,-0.0841,0.0101,0.6913
149724,,,
149725,0.9464,0.0139,0.2556
149726,-0.0067,-0.0999,-0.1561
149727,0.5062,0.6869,1.4167
149728,,,
149729,,,
149730,,,
149731,0.5618,0.91,1.0706
149732,0.0472,0.1241,1.837
149733,,,
149734,,,
149735,,,
149736,-0.1143,0.003,0.26
149737,,,
149738,,,
149739,,,
149740,,,
149741,,,
149742,,,
149743,,,
149744,,,
149745,,,
149746,,,
149747,0.0062,0.0016,0.0028
149748,,,
149749,,,
149750,,,
149751,0.0079,0.0069,0.1443
149752,,,
149753,,,
149754,,,
149755,,,
149756,0.0335,-0.0833,0.4681
149757,,,
149758,,,
149759,,,
149760,0.0578,0.0602,0.4358
149761,,,
149762,,,
149763,0.0361,0.0111,0.1611
149764,1.0,6.0482,12.8718
149765,,,
149766,,,
149767,,,
149768,-0.0209,-0.2534,7.375
149769,,,
149770,,,
149771,0.51,0.3072,0.396
149772,,,
149773,,,
149774,,,
149775,0.1135,0.047,0.1026
149776,,,
149777,,,
149778,0.228,0.3617,0.5238
149779,,,
149780,,,
149781,,,
149782,,,
149783,0.1393,0.0209,0.038
149784,,,
149785,,,
149786,,,
149787,,,
149788,,,
149789,,,
149790,0.1411,0.1782,0.4168
149791,,,
149792,,,
149793,,,
149794,,,
149795,0.0933,0.2319,1.0338
149796,,,
149797,,,
149798,,,
149799,,,
149800,,,
149801,0.1005,-0.4937,-0.9859
149802,0.0628,0.3108,1.4066
149803,,,
149804,,,
149805,0.0459,0.0722,0.1748
149806,,,
149807,,,
149808,,,
149809,,,
149810,,,
149811,0.2236,0.8009,0.9741
149812,,,
149813,0.1526,0.0071,0.0276
149814,,,
149815,,,
149816,,,
149817,0.0314,0.0222,0.065
149818,,,
149819,,,
149820,0.07,0.0823,0.326
149821,,,
149822,,,
149823,,,
149824,,,
149825,0.0447,0.1702,0.5471
149826,,,
149827,,,
149828,,,
149829,0.0065,0.0007,0.0019
149830,0.0066,-0.1694,-0.275
149831,-0.585,-1.0575,1.7075
149832,0.0398,0.0799,0.9113
149833,,,
149834,0.1502,0.3241,0.4922
149835,,,
149836,,,
149837,,,
149838,0.1489,0.3105,0.6423
149839,0.3366,1.8946,2.648
149840,0.6241,2.6256,5.343
149841,,,
149842,,,
149843,,,
149844,,,
149845,,,
149846,,,
149847,,,
149848,0.7057,7.3544,-4.4407
149849,,,
149850,,,
149851,,,
149852,,,
149853,0.1099,0.2227,0.248
149854,,,
149855,,,
149856,0.0636,0.0227,0.5521
149857,,,
149858,0.0504,0.0624,0.9531
149859,,,
149860,,,
149861,-0.0252,0.0513,1.2704
149862,,,
149863,,,
149864,,,
149865,,,
149866,,,
149867,0.0191,0.0538,0.0547
149868,,,
149869,,,
149870,,,
149871,,,
149872,0.0068,0.007,0.5333
149873,,,
149874,,,
149875,0.2915,1.16,1.2921
149876,,,
149877,,,
149878,,,
149879,,,
149880,,,
149881,,,
149882,,,
149883,,,
149884,,,
149885,,,
149886,,,
149887,,,
149888,,,
149889,,,
149890,,,
149891,,,
149892,0.0476,0.0006,-0.0038
149893,,,
149894,0.0421,0.015,0.0213
149895,,,
149896,0.0107,0.03,0.2011
149897,,,
149898,,,
149899,,,
149900,,,
149901,0.2593,0.1862,0.2047
149902,0.0399,0.0248,0.6858
149903,,,
149904,,,
149905,,,
149906,,,
149907,,,
149908,0.05,0.0021,0.0197
149909,,,
149910,,,
149911,,,
149912,,,
149913,,,
149914,,,
149915,,,
149916,0.0015,0.0173,0.5485
149917,,,
149918,,,
149919,,,
149920,0.0242,0.0072,0.4935
149921,,,
149922,,,
149923,0.103,0.0249,0.0443
149924,,,
149925,,,
149926,,,
149927,,,
149928,,,
149929,0.029,0.0219,0.1293
149930,,,
149931,,,
149932,,,
149933,0.1157,0.4817,2.1944
149934,,,
149935,,,
149936,,,
149937,0.1736,0.0729,0.0985
149938,0.1773,0.4615,0.9837
149939,,,
149940,,,
149941,,,
149942,,,
149943,0.0348,0.066,0.0666
149944,,,
149945,,,
149946,,,
149947,,,
149948,,,
149949,,,
149950,,,
149951,,,
149952,,,
149953,,,
149954,,,
149955,,,
149956,0.0707,0.0084,0.0089
149957,0.0682,0.1791,1.2787
149958,0.0222,0.373,1.8008
149959,,,
149960,,,
149961,,,
149962,,,
149963,,,
149964,,,
149965,,,
149966,,0.0182,0.0182
149967,,,
149968,,,
149969,,,
149970,,,
149971,,,
149972,,,
149973,-0.052,-0.0448,-0.7886
149974,0.0183,0.2049,0.5591
149975,,,
149976,,,
149977,,,
149978,0.2629,0.603,0.6453
149979,,,
149980,,,
149981,,,
149982,,,
149983,,,
149984,,,
149985,,,
149986,,,
149987,,,
149988,0.0333,0.0051,0.0104
149989,0.1372,0.2686,0.9169
149990,0.253,0.1253,0.1361
149991,,,
149992,,,
149993,,,
149994,,,
149995,,,
149996,,,
149997,,,
149998,0.059,0.1704,4.6795
