,Коэффициент текущей ликвидности,Коэффициент быстрой ликвидности,Коэффициент абсолютной ликвидности
158800,,,
158801,,,
158802,1.2218,1.181,0.0286
158803,,,
158804,11.0,11.0,1.25
158805,,,
158806,,,
158807,,,
158808,,,
158809,6.7249,6.1776,4.3755
158810,,,
158811,,,
158812,,,
158813,,,
158814,,,
158815,,,
158816,,,
158817,,,
158818,,,
158819,,,
158820,,,
158821,,,
158822,9.718,9.4425,9.161
158823,,,
158824,,,
158825,,,
158826,0.9,0.9,0.175
158827,,,
158828,,,
158829,,,
158830,,,
158831,,,
158832,,,
158833,,,
158834,,,
158835,,,
158836,,,
158837,,,
158838,,,
158839,,,
158840,,,
158841,,,
158842,,,
158843,,,
158844,,,
158845,,,
158846,,,
158847,,,
158848,,,
158849,0.0044,0.0044,0.0036
158850,,,
158851,,,
158852,,,
158853,,,
158854,,,
158855,,,
158856,,,
158857,,,
158858,,,
158859,,,
158860,,,
158861,,,
158862,,,
158863,,,
158864,,,
158865,,,
158866,,,
158867,0.725,0.25,0.1
158868,,,
158869,,,
158870,,,
158871,,,
158872,,,
158873,,,
158874,,,
158875,,,
158876,1.0,1.0,1.0
158877,,,
158878,,,
158879,,,
158880,,,
158881,,,
158882,,,
158883,,,
158884,,,
158885,,,
158886,,,
158887,,,
158888,0.0741,0.0741,0.0519
158889,,,
158890,,,
158891,,,
158892,,,
158893,,,
158894,,,
158895,,,
158896,40.5385,40.5385,24.5385
158897,,,
158898,,,
158899,,,
158900,,,
158901,,,
158902,,,
158903,,,
158904,0.9367,0.8542,0.8175
158905,,,
158906,,,
158907,,,
158908,,,
158909,,,
158910,118.7709,118.7709,0.5084
158911,,,
158912,,,
158913,1.2609,1.2609,0.913
158914,,,
158915,,,
158916,,,
158917,,,
158918,,,
158919,,,
158920,,,
158921,,,
158922,,,
158923,,,
158924,,,
158925,,,
158926,0.75,0.75,0.1875
158927,,,
158928,,,
158929,,,
158930,,,
158931,1.6429,1.6429,1.4286
158932,,,
158933,,,
158934,,,
158935,,,
158936,37.8889,37.8889,36.3333
158937,,,
158938,,,
158939,,,
158940,,,
158941,,,
158942,,,
158943,,,
158944,,,
158945,,,
158946,0.5818,0.5818,
158947,,,
158948,,,
158949,,,
158950,,,
158951,,,
158952,,,
158953,,,
158954,,,
158955,3.129,3.129,0.0019
158956,,,
158957,,,
158958,,,
158959,,,
158960,,,
158961,,,
158962,32.3333,32.3333,16.6667
158963,2.25,2.25,2.25
158964,,,
158965,,,
158966,,,
158967,,,
158968,,,
158969,,,
158970,,,
158971,,,
158972,3.8636,3.8636,0.6124
158973,,,
158974,,,
158975,,,
158976,,,
158977,,,
158978,,,
158979,,,
158980,,,
158981,,,
158982,,,
158983,,,
158984,,,
158985,,,
158986,,,
158987,,,
158988,1.0,1.0,0.7299
158989,,,
158990,,,
158991,,,
158992,,,
158993,0.0725,0.0725,0.0302
158994,,,
158995,,,
158996,,,
158997,,,
158998,,,
158999,,,
159000,,,
159001,,,
159002,,,
159003,,,
159004,,,
159005,1.0,1.0,0.99
159006,,,
159007,,,
159008,,,
159009,,,
159010,,,
159011,,,
159012,19.5,19.5,2.8333
159013,,,
159014,,,
159015,,,
159016,,,
159017,,,
159018,,,
159019,,,
159020,,,
159021,,,
159022,,,
159023,,,
159024,,,
159025,,,
159026,,,
159027,,,
159028,,,
159029,164.4375,164.4375,158.0313
159030,,,
159031,,,
159032,,,
159033,,,
159034,,,
159035,1.0,1.0,
159036,,,
159037,,,
159038,,,
159039,0.4158,0.3939,
159040,,,
159041,,,
159042,,,
159043,0.5128,0.5128,
159044,,,
159045,,,
159046,,,
159047,,,
159048,,,
159049,,,
159050,,,
159051,,,
159052,,,
159053,,,
159054,,,
159055,,,
159056,,,
159057,,,
159058,,,
159059,,,
159060,,,
159061,,,
159062,,,
159063,,,
159064,,,
159065,,,
159066,,,
159067,,,
159068,18.5294,18.5294,17.5882
159069,,,
159070,,,
159071,,,
159072,1.0,1.0,1.0
159073,,,
159074,,,
159075,,,
159076,,,
159077,,,
159078,,,
159079,,,
159080,,,
159081,,,
159082,1.0,1.0,
159083,,,
159084,,,
159085,,,
159086,,,
159087,,,
159088,,,
159089,,,
159090,,,
159091,,,
159092,,,
159093,,,
159094,,,
159095,,,
159096,,,
159097,,,
159098,,,
159099,,,
159100,,,
159101,0.9302,0.9302,0.0059
159102,,,
159103,,,
159104,,,
159105,,,
159106,,,
159107,,,
159108,,,
159109,,,
159110,,,
159111,,,
159112,,,
159113,,,
159114,,,
159115,,,
159116,,,
159117,1.0,1.0,1.0
159118,,,
159119,,,
159120,,,
159121,,,
159122,,,
159123,1.1667,1.1616,0.2222
159124,,,
159125,,,
159126,,,
159127,,,
159128,,,
159129,,,
159130,,,
159131,10.6,10.6,9.6
159132,,,
159133,,,
159134,,,
159135,,,
159136,,,
159137,,,
159138,17.3552,17.3552,0.529
159139,1.0893,1.0893,0.0982
159140,,,
159141,,,
159142,,,
159143,12.0167,12.0167,10.3167
159144,,,
159145,,,
159146,,,
159147,,,
159148,,,
159149,2.5,2.5,
159150,,,
159151,,,
159152,,,
159153,,,
159154,,,
159155,,,
159156,,,
159157,,,
159158,0.8623,0.8623,0.0314
159159,,,
159160,,,
159161,,,
159162,,,
159163,,,
159164,,,
159165,12.6,12.6,11.4
159166,,,
159167,,,
159168,,,
159169,,,
159170,,,
159171,,,
159172,,,
159173,,,
159174,,,
159175,,,
159176,,,
159177,,,
159178,,,
159179,,,
159180,,,
159181,,,
159182,2.0,2.0,2.0
159183,,,
159184,,,
159185,1.0,1.0,0.9966
159186,,,
159187,,,
159188,,,
159189,,,
159190,,,
159191,,,
159192,,,
159193,,,
159194,1.6364,1.6364,0.0909
159195,1.0,1.0,1.0
159196,,,
159197,,,
159198,,,
159199,,,
159200,,,
159201,,,
159202,,,
159203,,,
159204,1.5,1.5,
159205,,,
159206,,,
159207,,,
159208,,,
159209,0.2495,0.2495,0.0423
159210,,,
159211,,,
159212,,,
159213,,,
159214,1.122,1.122,0.0732
159215,9.0714,5.5357,5.5357
159216,,,
159217,,,
159218,,,
159219,,,
159220,,,
159221,,,
159222,,,
159223,,,
159224,,,
159225,,,
159226,,,
159227,,,
159228,1.0,1.0,0.8869
159229,,,
159230,,,
159231,,,
159232,,,
159233,,,
159234,,,
159235,,,
159236,,,
159237,,,
159238,,,
159239,,,
159240,1.0435,0.0348,0.0348
159241,,,
159242,1.902,1.1634,0.1634
159243,,,
159244,,,
159245,,,
159246,,,
159247,1.1864,1.1864,0.1695
159248,,,
159249,,,
159250,1.0,1.0,
159251,,,
159252,,,
159253,,,
159254,,,
159255,,,
159256,,,
159257,,,
159258,1.0,1.0,0.001
159259,,,
159260,,,
159261,,,
159262,0.1,0.1,0.1
159263,,,
159264,,,
159265,,,
159266,,,
159267,,,
159268,,,
159269,,,
159270,,,
159271,,,
159272,,,
159273,,,
159274,,,
159275,,,
159276,,,
159277,,,
159278,1.0,1.0,0.2857
159279,,,
159280,,,
159281,,,
159282,,,
159283,,,
159284,,,
159285,,,
159286,0.7683,0.7452,
159287,,,
159288,,,
159289,,,
159290,,,
159291,,,
159292,,,
159293,,,
159294,,,
159295,,,
159296,,,
159297,,,
159298,,,
159299,,,
159300,,,
159301,,,
159302,,,
159303,1.0,1.0,0.8427
159304,,,
159305,,,
159306,,,
159307,,,
159308,,,
159309,,,
159310,62.3333,62.3333,57.3333
159311,,,
159312,,,
159313,,,
159314,,,
159315,,,
159316,1.0502,0.4125,0.0154
159317,,,
159318,,,
159319,,,
159320,,,
159321,,,
159322,,,
159323,0.019,0.019,
159324,11.3514,5.6486,3.0
159325,,,
159326,,,
159327,2.8569,0.461,0.0286
159328,0.02,0.02,
159329,,,
159330,,,
159331,,,
159332,,,
159333,,,
159334,,,
159335,32.0952,32.0952,0.3333
159336,,,
159337,,,
159338,,,
159339,0.006,0.006,
159340,1.0,1.0,0.0177
159341,,,
159342,,,
159343,,,
159344,,,
159345,,,
159346,2.3508,2.3508,1.534
159347,,,
159348,0.1601,0.1601,0.1007
159349,,,
159350,,,
159351,,,
159352,,,
159353,,,
159354,1.0,1.0,1.0
159355,,,
159356,,,
159357,,,
159358,,,
159359,,,
159360,,,
159361,,,
159362,,,
159363,4.8333,1.1667,0.1667
159364,,,
159365,,,
159366,,,
159367,,,
159368,,,
159369,1.0,1.0,1.0
159370,,,
159371,,,
159372,,,
159373,,,
159374,1.0635,1.0635,0.7778
159375,,,
159376,0.47,0.47,0.3496
159377,,,
159378,,,
159379,,,
159380,0.0678,0.0678,0.0034
159381,,,
159382,,,
159383,1.0,,
159384,,,
159385,,,
159386,,,
159387,,,
159388,,,
159389,2.6071,2.5867,0.1837
159390,,,
159391,,,
159392,,,
159393,,,
159394,20.7363,20.7313,13.9129
159395,1.0,1.0,0.8767
159396,,,
159397,4.3333,4.3333,3.25
159398,,,
159399,,,
159400,6.3931,6.3931,0.7379
159401,,,
159402,,,
159403,,,
159404,,,
159405,,,
159406,,,
159407,,,
159408,,,
159409,,,
159410,,,
159411,,,
159412,,,
159413,,,
159414,,,
159415,,,
159416,,,
159417,,,
159418,,,
159419,3.3,3.3,3.3
159420,,,
159421,,,
159422,,,
159423,,,
159424,,,
159425,,,
159426,,,
159427,1.0,1.0,1.0
159428,,,
159429,,,
159430,0.7862,0.7862,0.0095
159431,,,
159432,,,
159433,2.6267,2.6267,2.4133
159434,,,
159435,,,
159436,,,
159437,,,
159438,,,
159439,,,
159440,,,
159441,0.6326,0.6326,0.3131
159442,,,
159443,149.4286,149.4286,6.5714
159444,,,
159445,,,
159446,1.0,1.0,1.0
159447,,,
159448,1.0,1.0,0.8069
159449,,,
159450,,,
159451,,,
159452,,,
159453,,,
159454,,,
159455,,,
159456,,,
159457,,,
159458,,,
159459,,,
159460,,,
159461,,,
159462,,,
159463,,,
159464,,,
159465,,,
159466,,,
159467,,,
159468,22.0769,22.0769,0.2564
159469,,,
159470,,,
159471,,,
159472,,,
159473,,,
159474,,,
159475,,,
159476,,,
159477,,,
159478,,,
159479,,,
159480,,,
159481,0.1141,0.1141,0.0537
159482,,,
159483,4.96,4.96,4.3333
159484,0.5632,0.5632,0.1264
159485,,,
159486,,,
159487,,,
159488,,,
159489,,,
159490,,,
159491,,,
159492,,,
159493,,,
159494,,,
159495,,,
159496,15.8571,9.9071,4.75
159497,,,
159498,,,
159499,,,
159500,,,
159501,,,
159502,,,
159503,,,
159504,,,
159505,,,
159506,,,
159507,,,
159508,,,
159509,2.5551,2.5229,0.509
159510,0.5763,0.5763,
159511,,,
159512,,,
159513,,,
159514,,,
159515,,,
159516,,,
159517,,,
159518,,,
159519,,,
159520,,,
159521,,,
159522,,,
159523,,,
159524,3.1538,3.1538,0.3187
159525,,,
159526,,,
159527,,,
159528,,,
159529,,,
159530,,,
159531,,,
159532,,,
159533,27.9074,27.9074,0.5926
159534,,,
159535,,,
159536,,,
159537,,,
159538,,,
159539,,,
159540,,,
159541,,,
159542,,,
159543,,,
159544,8.6364,8.6364,0.6364
159545,,,
159546,,,
159547,,,
159548,,,
159549,16.0532,15.9255,14.9574
159550,,,
159551,,,
159552,1.0,1.0,1.0
159553,,,
159554,,,
159555,,,
159556,,,
159557,,,
159558,,,
159559,,,
159560,,,
159561,,,
159562,,,
159563,,,
159564,10.7861,10.7701,7.7326
159565,,,
159566,,,
159567,,,
159568,,,
159569,,,
159570,,,
159571,,,
159572,,,
159573,1.0225,1.0225,0.518
159574,,,
159575,,,
159576,,,
159577,,,
159578,,,
159579,,,
159580,,,
159581,,,
159582,,,
159583,,,
159584,,,
159585,,,
159586,,,
159587,,,
159588,,,
159589,,,
159590,,,
159591,,,
159592,,,
159593,,,
159594,,,
159595,,,
159596,,,
159597,,,
159598,,,
159599,4.2857,4.2857,2.2857
159600,,,
159601,,,
159602,,,
159603,,,
159604,,,
159605,,,
159606,,,
159607,,,
159608,,,
159609,,,
159610,,,
159611,,,
159612,,,
159613,,,
159614,,,
159615,,,
159616,,,
159617,1.0,1.0,0.0263
159618,1.0,0.6667,0.0417
159619,,,
159620,,,
159621,,,
159622,,,
159623,,,
159624,,,
159625,,,
159626,,,
159627,,,
159628,,,
159629,,,
159630,,,
159631,,,
159632,,,
159633,,,
159634,,,
159635,,,
159636,,,
159637,,,
159638,,,
159639,,,
159640,,,
159641,,,
159642,,,
159643,,,
159644,,,
159645,,,
159646,,,
159647,,,
159648,,,
159649,,,
159650,,,
159651,,,
159652,,,
159653,,,
159654,,,
159655,,,
159656,,,
159657,,,
159658,,,
159659,,,
159660,,,
159661,,,
159662,,,
159663,1.6667,1.6667,0.9778
159664,,,
159665,,,
159666,,,
159667,,,
159668,,,
159669,,,
159670,,,
159671,,,
159672,,,
159673,,,
159674,,,
159675,,,
159676,,,
159677,,,
159678,1.0336,0.8655,0.7899
159679,8.2663,7.6392,6.3535
159680,,,
159681,,,
159682,,,
159683,,,
159684,,,
159685,,,
159686,,,
159687,,,
159688,,,
159689,,,
159690,,,
159691,,,
159692,3.6223,1.0726,0.0665
159693,,,
159694,,,
159695,,,
159696,,,
159697,,,
159698,,,
159699,1.208,0.733,0.0002
159700,1.2348,1.2348,0.1093
159701,,,
159702,1.0056,1.0056,0.0192
159703,1.209,0.7128,0.0704
159704,,,
159705,,,
159706,1.3619,1.3619,1.018
159707,,,
159708,,,
159709,,,
159710,,,
159711,7.887,7.8508,5.3389
159712,,,
159713,,,
159714,,,
159715,,,
159716,0.0086,0.0086,0.0086
159717,2.2357,2.172,0.4076
159718,,,
159719,1.0062,1.0062,0.3237
159720,,,
159721,,,
159722,,,
159723,4.6563,4.656,0.1631
159724,,,
159725,,,
159726,,,
159727,,,
159728,,,
159729,,,
159730,,,
159731,,,
159732,,,
159733,0.6802,0.6601,0.0004
159734,,,
159735,,,
159736,,,
159737,1.3387,1.2577,0.0456
159738,,,
159739,,,
159740,,,
159741,,,
159742,,,
159743,,,
159744,2.404,1.8775,0.051
159745,2.5,2.5,2.5
159746,,,
159747,,,
159748,0.8792,0.2299,0.0662
159749,1.7533,1.7029,0.6511
159750,5.1222,5.1091,1.7557
159751,,,
159752,,,
159753,,,
159754,2.1731,1.959,0.4128
159755,,,
159756,,,
159757,12.3556,0.8396,0.5749
159758,,,
159759,,,
159760,,,
159761,,,
159762,,,
159763,,,
159764,,,
159765,,,
159766,,,
159767,3.9933,3.9933,2.7627
159768,,,
159769,,,
159770,,,
159771,,,
159772,,,
159773,,,
159774,5.6136,5.6136,3.5
159775,2.6026,2.553,1.2633
159776,,,
159777,,,
159778,0.9109,0.9109,0.6384
159779,,,
159780,0.1497,0.0559,0.0017
159781,,,
159782,,,
159783,,,
159784,,,
159785,4.2698,4.2698,0.6032
159786,,,
159787,1.1155,1.0921,0.3758
159788,,,
159789,,,
159790,,,
159791,,,
159792,,,
159793,,,
159794,131.5301,117.3133,49.8193
159795,26.25,4.375,4.375
159796,,,
159797,,,
159798,,,
159799,,,
159800,,,
159801,,,
159802,,,
159803,,,
159804,,,
159805,,,
159806,,,
159807,1.0692,1.0093,0.0989
159808,,,
159809,,,
159810,362.4211,2.2632,2.2632
159811,,,
159812,,,
159813,,,
159814,,,
159815,,,
159816,,,
159817,,,
159818,,,
159819,,,
159820,1.0496,1.0496,0.0005
159821,,,
159822,,,
159823,,,
159824,,,
159825,,,
159826,,,
159827,,,
159828,0.658,0.658,0.0856
159829,0.2994,0.2796,0.0068
159830,3.8668,3.8668,0.7627
159831,,,
159832,,,
159833,9.2995,9.2995,3.5288
159834,,,
159835,,,
159836,,,
159837,,,
159838,,,
159839,,,
159840,,,
159841,2.9978,2.9881,0.0604
159842,,,
159843,,,
159844,,,
159845,,,
159846,,,
159847,,,
159848,,,
159849,,,
159850,1.0298,0.4563,0.0017
159851,,,
159852,2.1133,1.0469,0.0032
159853,,,
159854,,,
159855,,,
159856,0.8772,0.8693,0.0007
159857,,,
159858,,,
159859,1.4038,0.6833,0.0368
159860,,,
159861,,,
159862,,,
159863,,,
159864,64.2857,63.381,0.0476
159865,1.0062,0.959,0.0001
159866,,,
159867,1.2249,1.2249,0.2777
159868,,,
159869,,,
159870,,,
159871,,,
159872,14.0,0.5333,
159873,3.2065,3.0573,0.1575
159874,,,
159875,,,
159876,107.4353,107.4353,0.1074
159877,,,
159878,,,
159879,,,
159880,,,
159881,,,
159882,,,
159883,,,
159884,,,
159885,,,
159886,1.0654,1.0654,0.0643
159887,,,
159888,,,
159889,1.4355,1.2388,0.0635
159890,,,
159891,,,
159892,1.5263,1.5263,0.0051
159893,,,
159894,,,
159895,,,
159896,,,
159897,,,
159898,,,
159899,,,
159900,,,
159901,0.6795,0.6795,0.6795
159902,,,
159903,4.6098,0.5678,0.1051
159904,,,
159905,2.1579,1.7302,0.0017
159906,,,
159907,,,
159908,,,
159909,,,
159910,,,
159911,,,
159912,16.1541,16.1541,1.1892
159913,1.0202,0.8947,0.0702
159914,,,
159915,,,
159916,,,
159917,,,
159918,1.0156,0.4455,0.1247
159919,1.7719,0.625,0.1375
159920,1.1975,1.1975,0.2977
159921,,,
159922,,,
159923,,,
159924,,,
159925,1.2598,1.2598,0.8051
159926,1.7073,1.7073,0.0244
159927,0.2391,0.2391,0.0003
159928,1.0071,0.4651,0.0812
159929,,,
159930,0.9609,0.8862,0.2463
159931,0.2573,0.2192,0.0169
159932,0.1944,0.1789,0.0276
159933,,,
159934,,,
159935,,,
159936,1.6129,1.5916,0.7676
159937,,,
159938,,,
159939,5.0103,4.9221,3.9647
159940,,,
159941,,,
159942,,,
159943,6.7533,4.915,4.588
159944,,,
159945,,,
159946,,,
159947,,,
159948,,,
159949,,,
159950,,,
159951,,,
159952,11.7459,11.7459,3.6757
159953,,,
159954,,,
159955,,,
159956,,,
159957,,,
159958,,,
159959,,,
159960,,,
159961,1.2698,0.9014,0.0454
159962,,,
159963,,,
159964,,,
159965,1.0223,1.0223,0.7249
159966,,,
159967,,,
159968,1.3103,0.8672,0.0546
159969,,,
159970,,,
159971,7.6399,7.5991,2.4917
159972,,,
159973,,,
159974,,,
159975,,,
159976,6.081,6.0763,0.036
159977,1.0248,0.6526,0.6526
159978,,,
159979,,,
159980,,,
159981,,,
159982,,,
159983,,,
159984,,,
159985,,,
159986,,,
159987,,,
159988,,,
159989,,,
159990,,,
159991,,,
159992,2.4206,2.4206,1.0031
159993,,,
159994,0.295,0.295,0.295
159995,,,
159996,,,
159997,,,
159998,,,
159999,,,
160000,167.25,167.25,165.0
160001,,,
160002,,,
160003,,,
160004,,,
160005,,,
160006,,,
160007,,,
160008,2.5577,1.2917,0.4218
160009,,,
160010,,,
160011,,,
160012,,,
160013,3.046,3.0356,0.0089
160014,4.5053,4.5053,2.6211
160015,,,
160016,,,
160017,0.1402,0.1402,0.0374
160018,,,
160019,,,
160020,2.7676,2.763,1.6825
160021,,,
160022,,,
160023,,,
160024,,,
160025,,,
160026,,,
160027,,,
160028,0.6549,0.6549,0.625
160029,,,
160030,4.6701,0.3604,0.3604
160031,,,
160032,,,
160033,2.4569,1.0276,0.0052
160034,,,
160035,,,
160036,,,
160037,,,
160038,,,
160039,1.1615,1.1615,1.0304
160040,0.6224,0.1923,0.0766
160041,,,
160042,,,
160043,0.9408,0.9408,
160044,,,
160045,,,
160046,,,
160047,,,
160048,64.1667,30.3333,0.0278
160049,,,
160050,,,
160051,,,
160052,12.8333,12.8333,12.8333
160053,9.9904,4.0013,3.3301
160054,,,
160055,,,
160056,,,
160057,2.9111,2.3333,0.1111
160058,29.7233,29.7233,24.9537
160059,0.0072,0.0072,0.0036
160060,,,
160061,,,
160062,,,
160063,,,
160064,,,
160065,,,
160066,,,
160067,6.6237,6.6237,6.6237
160068,,,
160069,0.3174,0.3174,
160070,1.1817,1.1817,0.1273
160071,,,
160072,4.7808,4.7808,4.2466
160073,33.2168,33.2168,1.0206
160074,,,
160075,,,
160076,1.0537,1.0524,0.587
160077,20.8994,20.8994,
160078,,,
160079,,,
160080,0.0046,0.0046,0.0005
160081,,,
160082,,,
160083,,,
160084,,,
160085,,,
160086,0.0638,0.0638,
160087,,,
160088,,,
160089,,,
160090,,,
160091,,,
160092,,,
160093,3.5,1.0,1.0
160094,,,
160095,,,
160096,,,
160097,,,
160098,,,
160099,,,
160100,,,
160101,,,
160102,,,
160103,,,
160104,,,
160105,112.0,112.0,96.0
160106,,,
160107,0.1944,0.1944,0.0463
160108,,,
160109,,,
160110,,,
160111,,,
160112,,,
160113,,,
160114,,,
160115,,,
160116,,,
160117,,,
160118,,,
160119,,,
160120,,,
160121,,,
160122,,,
160123,,,
160124,1.4576,1.1486,0.0444
160125,,,
160126,0.1712,0.1712,0.0314
160127,,,
160128,1.5613,1.432,0.0243
160129,,,
160130,,,
160131,,,
160132,,,
160133,,,
160134,,,
160135,1.0929,1.0019,0.0022
160136,,,
160137,1.6023,1.6023,
160138,11.4222,11.4222,4.7889
160139,,,
160140,,,
160141,,,
160142,,,
160143,,,
160144,,,
160145,,,
160146,,,
160147,,,
160148,,,
160149,,,
160150,,,
160151,0.3165,0.3165,0.0759
160152,,,
160153,0.9652,0.4676,0.0007
160154,,,
160155,,,
160156,,,
160157,0.9259,0.5556,0.5556
160158,3.6167,2.1,
160159,,,
160160,,,
160161,,,
160162,2.7506,1.8624,1.1951
160163,1.8684,1.481,0.7272
160164,,,
160165,,,
160166,,,
160167,,,
160168,,,
160169,1.0825,1.0825,0.0698
160170,,,
160171,,,
160172,6.5217,2.087,0.087
160173,,,
160174,,,
160175,,,
160176,1.0016,0.9782,0.0125
160177,1.25,1.25,1.25
160178,,,
160179,5.9722,5.8611,
160180,2.3638,2.3638,1.7467
160181,,,
160182,,,
160183,,,
160184,,,
160185,,,
160186,0.6299,0.5867,0.0356
160187,,,
160188,27.082,18.9213,14.3213
160189,,,
160190,,,
160191,,,
160192,,,
160193,,,
160194,,,
160195,,,
160196,,,
160197,,,
160198,0.1108,0.1108,0.1058
160199,,,
160200,,,
160201,1.1447,1.1447,0.0239
160202,,,
160203,,,
160204,1.3765,1.3765,0.0286
160205,,,
160206,,,
160207,,,
160208,,,
160209,,,
160210,,,
160211,,,
160212,,,
160213,,,
160214,,,
160215,,,
160216,,,
160217,,,
160218,,,
160219,,,
160220,,,
160221,,,
160222,,,
160223,7.7167,7.5342,0.1926
160224,,,
160225,1.1618,0.6482,0.3641
160226,,,
160227,,,
160228,,,
160229,,,
160230,,,
160231,,,
160232,1.2548,1.209,0.4797
160233,,,
160234,,,
160235,272.2222,238.4444,193.0
160236,1.0083,0.8772,0.0417
160237,,,
160238,,,
160239,,,
160240,1.2181,1.0878,0.1262
160241,,,
160242,,,
160243,,,
160244,,,
160245,,,
160246,0.9768,0.9701,0.0348
160247,,,
160248,,,
160249,,,
160250,46.0532,29.3936,1.8191
160251,1.0468,1.0468,0.2513
160252,,,
160253,,,
160254,,,
160255,1.3366,0.9974,0.0013
160256,1.6,1.6,1.6
160257,,,
160258,,,
160259,1.0,1.0,
160260,,,
160261,,,
160262,,,
160263,,,
160264,,,
160265,,,
160266,,,
160267,,,
160268,6.679,6.6914,1.6543
160269,,,
160270,,,
160271,,,
160272,,,
160273,1.2403,1.2315,0.7242
160274,,,
160275,19.2051,17.9231,4.4103
160276,,,
160277,1.0591,0.8524,0.0036
160278,,,
160279,,,
160280,,,
160281,2.0711,2.0651,1.9586
160282,6.7013,6.7013,0.0029
160283,,,
160284,,,
160285,,,
160286,,,
160287,,,
160288,,,
160289,0.5279,0.5279,0.2489
160290,22.25,22.25,10.0
160291,,,
160292,,,
160293,0.5,0.5,
160294,,,
160295,,,
160296,,,
160297,,,
160298,,,
160299,,,
160300,,,
160301,,,
160302,,,
160303,,,
160304,,,
160305,7.3101,7.2546,0.4814
160306,2.2485,2.2485,1.0337
160307,,,
160308,0.6232,0.6232,0.0145
160309,,,
160310,,,
160311,,,
160312,11.7143,11.7143,0.4286
160313,,,
160314,,,
160315,32.375,32.375,0.375
160316,23.3611,23.3611,13.5
160317,,,
160318,6.4221,6.4221,5.8233
160319,6.8202,6.8202,5.4157
160320,11.9145,11.8421,0.0263
160321,,,
160322,,,
160323,,,
160324,0.5889,0.5889,0.1538
160325,,,
160326,,,
160327,,,
160328,,,
160329,,,
160330,2.5366,2.5366,0.0472
160331,1.9067,1.9067,0.76
160332,,,
160333,,,
160334,2.6325,2.6325,0.1024
160335,,,
160336,,,
160337,,,
160338,,,
160339,,,
160340,,,
160341,,,
160342,,,
160343,7.2604,7.2382,0.018
160344,,,
160345,,,
160346,1.5549,1.5549,0.0435
160347,1.0213,1.0213,0.687
160348,,,
160349,,,
160350,,,
160351,0.6195,0.6195,0.0002
160352,,,
160353,,,
160354,2.1847,1.9756,0.0575
160355,,,
160356,,,
160357,,,
160358,1.7435,1.7218,0.0961
160359,,,
160360,22.9346,22.9346,20.5817
160361,,,
160362,,,
160363,,,
160364,17.171,13.0725,12.601
160365,,,
160366,8.0222,8.0222,0.2333
160367,,,
160368,0.9753,0.9384,0.052
160369,,,
160370,,,
160371,1.2157,0.8751,0.4114
160372,,,
160373,,,
160374,,,
160375,,,
160376,5.1111,5.1111,5.1111
160377,,,
160378,,,
160379,,,
160380,,,
160381,,,
160382,,,
160383,7.3882,7.3882,0.1171
160384,,,
160385,,,
160386,,,
160387,,,
160388,,,
160389,,,
160390,0.3532,0.2426,
160391,,,
160392,,,
160393,,,
160394,,,
160395,,,
160396,11.1345,10.889,2.4879
160397,,,
160398,21.6429,20.4286,0.5714
160399,282.5,282.5,5.5
160400,162.7222,162.7083,25.1111
160401,,,
160402,1.957,1.8044,0.0277
160403,,,
160404,,,
160405,15.9615,11.5,0.2115
160406,,,
160407,,,
160408,,,
160409,0.304,0.3016,0.2698
160410,8.3442,8.3395,0.014
160411,,,
160412,,,
160413,,,
160414,36.2857,36.2857,3.0
160415,,,
160416,,,
160417,,,
160418,0.8396,0.8396,0.036
160419,4.8671,4.8671,0.843
160420,,,
160421,,,
160422,,,
160423,,,
160424,,,
160425,,,
160426,,,
160427,1.0694,1.0,
160428,,,
160429,,,
160430,,,
160431,,,
160432,,,
160433,,,
160434,1.1335,1.0047,0.0137
160435,0.2,0.2,0.2
160436,,,
160437,,,
160438,,,
160439,1.0,,
160440,,,
160441,,,
160442,,,
160443,,,
160444,,,
160445,,,
160446,170.5,170.5,2.0
160447,0.9733,0.9733,0.0593
160448,,,
160449,,,
160450,,,
160451,,,
160452,1.0348,1.0348,0.0451
160453,,,
160454,,,
160455,0.2184,0.2184,
160456,7.576,6.0221,0.0368
160457,,,
160458,,,
160459,,,
160460,2.0969,2.0969,0.247
160461,,,
160462,,,
160463,,,
160464,1.583,1.583,0.2818
160465,,,
160466,,,
160467,1.2869,1.1923,0.355
160468,16.08,16.08,1.24
160469,,,
160470,,,
160471,1.2602,1.103,0.0523
160472,1.6111,1.6111,0.5
160473,,,
160474,1.2898,1.2824,0.1057
160475,,,
160476,,,
160477,65.6667,65.6667,55.6667
160478,,,
160479,,,
160480,,,
160481,,,
160482,5110.7857,5110.7857,5110.7857
160483,,,
160484,,,
160485,,,
160486,21.2632,21.2632,19.0526
160487,,,
160488,,,
160489,,,
160490,,,
160491,0.5037,0.5037,0.0517
160492,,,
160493,,,
160494,3.7714,0.0286,0.0286
160495,,,
160496,,,
160497,,,
160498,,,
160499,22.5586,22.5586,1.043
160500,19.2,19.2,19.2
160501,,,
160502,,,
160503,,,
160504,,,
160505,,,
160506,,,
160507,10.5377,10.5377,0.0452
160508,,,
160509,,,
160510,,,
160511,,,
160512,,,
160513,,,
160514,,,
160515,,,
160516,,,
160517,,,
160518,,,
160519,,,
160520,,,
160521,,,
160522,13.8268,12.0571,1.125
160523,1.0932,1.0224,0.0108
160524,,,
160525,,,
160526,,,
160527,16.3306,16.3306,16.3306
160528,,,
