,Коэффициент текущей ликвидности,Коэффициент быстрой ликвидности,Коэффициент абсолютной ликвидности
54649,0.2181,0.2004,0.0006
54650,1.0155,0.9903,0.2857
54651,,,
54652,1.1716,1.1716,1.0275
54653,,,
54654,,,
54655,3.0676,3.0651,0.0159
54656,,,
54657,,,
54658,,,
54659,,,
54660,,,
54661,,,
54662,,,
54663,1.9544,1.3967,0.0881
54664,,,
54665,,,
54666,,,
54667,,,
54668,,,
54669,6.4745,2.7944,0.3242
54670,,,
54671,,,
54672,,,
54673,,,
54674,1.8642,1.8642,1.8642
54675,,,
54676,,,
54677,,,
54678,,,
54679,,,
54680,,,
54681,,,
54682,,,
54683,,,
54684,,,
54685,,,
54686,,,
54687,,,
54688,,,
54689,,,
54690,,,
54691,,,
54692,,,
54693,,,
54694,,,
54695,,,
54696,,,
54697,,,
54698,,,
54699,,,
54700,,,
54701,,,
54702,,,
54703,,,
54704,,,
54705,,,
54706,1.1424,1.1265,0.0036
54707,,,
54708,,,
54709,,,
54710,,,
54711,,,
54712,,,
54713,,,
54714,,,
54715,,,
54716,,,
54717,,,
54718,0.5879,0.018,0.0006
54719,1.0237,0.5846,0.3095
54720,,,
54721,,,
54722,,,
54723,,,
54724,,,
54725,,,
54726,0.0758,0.0758,
54727,0.3238,0.2286,
54728,1.1517,0.9943,0.0358
54729,,,
54730,,,
54731,,,
54732,,,
54733,,,
54734,,,
54735,,,
54736,,,
54737,,,
54738,,,
54739,0.1547,0.1478,0.1464
54740,,,
54741,,,
54742,,,
54743,,,
54744,,,
54745,,,
54746,,,
54747,,,
54748,,,
54749,11.516,8.0845,0.2922
54750,3.6009,3.3221,0.5566
54751,1.7541,1.7541,0.0236
54752,,,
54753,,,
54754,,,
54755,,,
54756,,,
54757,,,
54758,8.0857,8.0857,7.1314
54759,,,
54760,,,
54761,26.0227,26.0227,0.447
54762,,,
54763,,,
54764,1.3851,1.3851,0.8923
54765,,,
54766,1.075,1.0662,0.8633
54767,,,
54768,0.0488,0.048,
54769,1.0325,0.9545,0.0007
54770,,,
54771,,,
54772,,,
54773,,,
54774,,,
54775,,,
54776,,,
54777,,,
54778,,,
54779,,,
54780,,,
54781,,,
54782,,,
54783,1.8978,1.721,0.0079
54784,0.8551,0.1495,0.0014
54785,0.2566,0.0518,
54786,0.0177,0.0177,0.0102
54787,,,
54788,,,
54789,,,
54790,2.34,2.34,0.16
54791,,,
54792,,,
54793,,,
54794,1.6667,,
54795,,,
54796,,,
54797,,,
54798,,,
54799,,,
54800,,,
54801,,,
54802,12.9,12.9,2.1636
54803,,,
54804,,,
54805,,,
54806,1.0671,0.4999,0.118
54807,,,
54808,,,
54809,,,
54810,,,
54811,,,
54812,92.0,92.0,2.0
54813,,,
54814,,,
54815,,,
54816,1.8531,1.1673,0.0265
54817,,,
54818,4.689,2.5686,1.4633
54819,,,
54820,5.9978,4.1316,0.0178
54821,,,
54822,1.9925,1.9925,1.6576
54823,,,
54824,,,
54825,,,
54826,,,
54827,,,
54828,20.04,20.04,7.36
54829,,,
54830,,,
54831,,,
54832,,,
54833,,,
54834,,,
54835,,,
54836,,,
54837,,,
54838,16.2833,5.5037,1.6
54839,,,
54840,,,
54841,,,
54842,,,
54843,3.7693,3.7661,0.3763
54844,1.152,1.152,
54845,,,
54846,,,
54847,,,
54848,,,
54849,,,
54850,,,
54851,,,
54852,,,
54853,,,
54854,0.6157,0.5371,0.2883
54855,,,
54856,,,
54857,,,
54858,,,
54859,,,
54860,,,
54861,,,
54862,,,
54863,,,
54864,,,
54865,1.1296,0.9208,0.08
54866,,,
54867,,,
54868,1399.0,1395.0,1331.0
54869,,,
54870,,,
54871,,,
54872,,,
54873,,,
54874,,,
54875,,,
54876,,,
54877,,,
54878,,,
54879,,,
54880,,,
54881,,,
54882,,,
54883,,,
54884,,,
54885,,,
54886,,,
54887,,,
54888,,,
54889,,,
54890,,,
54891,,,
54892,,,
54893,,,
54894,,,
54895,,,
54896,,,
54897,,,
54898,,,
54899,,,
54900,0.1563,0.0411,0.0037
54901,,,
54902,,,
54903,,,
54904,,,
54905,,,
54906,,,
54907,,,
54908,1.2035,0.3034,0.0244
54909,,,
54910,0.7457,0.5172,0.125
54911,,,
54912,,,
54913,,,
54914,,,
54915,,,
54916,,,
54917,,,
54918,,,
54919,0.9253,0.8762,0.004
54920,,,
54921,,,
54922,,,
54923,,,
54924,1.0891,0.8109,0.017
54925,,,
54926,,,
54927,,,
54928,,,
54929,,,
54930,1.7296,1.013,0.0641
54931,,,
54932,,,
54933,,,
54934,4.9083,4.9083,
54935,1.4055,0.9434,0.3159
54936,,,
54937,,,
54938,,,
54939,,,
54940,,,
54941,,,
54942,84.752,84.56,18.616
54943,0.1709,0.1709,0.1709
54944,7.0611,6.0299,4.6733
54945,54.3864,46.4773,10.3864
54946,,,
54947,,,
54948,,,
54949,,,
54950,,,
54951,,,
54952,,,
54953,,,
54954,,,
54955,,,
54956,0.9376,0.9376,0.2433
54957,,,
54958,,,
54959,1.1665,1.1301,0.0801
54960,,,
54961,,,
54962,11.3463,9.7393,2.6086
54963,,,
54964,,,
54965,,,
54966,,,
54967,,,
54968,,,
54969,,,
54970,,,
54971,383.5,200.0,135.5
54972,,,
54973,,,
54974,3.4841,2.3392,1.3316
54975,,,
54976,1.0031,1.0031,0.1907
54977,,,
54978,,,
54979,,,
54980,0.3047,0.3047,0.1289
54981,31.75,31.75,28.875
54982,,,
54983,,,
54984,,,
54985,,,
54986,1.9664,,
54987,,,
54988,,,
54989,,,
54990,,,
54991,,,
54992,,,
54993,0.2779,0.2779,0.071
54994,,,
54995,,,
54996,,,
54997,,,
54998,,,
54999,,,
55000,11.5845,11.1209,0.2039
55001,,,
55002,,,
55003,,,
55004,1.2222,1.2222,0.7778
55005,,,
55006,8.596,8.596,7.824
55007,0.0274,0.0274,0.0225
55008,,,
55009,,,
55010,,,
55011,2.1387,1.3506,1.1274
55012,,,
55013,41.3316,41.0474,40.9526
55014,,,
55015,0.995,0.9369,0.8933
55016,1.0544,1.0243,0.3785
55017,,,
55018,,,
55019,12.8251,12.8251,12.0898
55020,,,
55021,,,
55022,,,
55023,,,
55024,,,
55025,,,
55026,2.7446,2.7446,0.2857
55027,,,
55028,,,
55029,,,
55030,,,
55031,,,
55032,,,
55033,1.3595,1.101,0.7653
55034,,,
55035,3.207,3.2065,0.5851
55036,,,
55037,,,
55038,0.1068,0.1068,0.09
55039,,,
55040,,,
55041,2.5407,2.324,0.6869
55042,1.0174,0.4183,0.4183
55043,,,
55044,,,
55045,0.7907,0.6884,0.0395
55046,1.0289,0.9532,
55047,0.5044,0.5032,0.0005
55048,2.2922,2.2922,2.0285
55049,1.3039,1.3039,1.1765
55050,10.4725,10.4725,7.276
55051,,,
55052,,,
55053,,,
55054,,,
55055,2.6564,2.6564,0.0174
55056,1.2816,0.4025,0.0363
55057,,,
55058,,,
55059,,,
55060,,,
55061,,,
55062,,,
55063,,,
55064,,,
55065,,,
55066,2.5536,2.5349,0.0114
55067,0.9566,0.9566,0.9566
55068,,,
55069,,,
55070,,,
55071,,,
55072,,,
55073,,,
55074,,,
55075,,,
55076,,,
55077,,,
55078,,,
55079,,,
55080,,,
55081,,,
55082,,,
55083,,,
55084,,,
55085,,,
55086,,,
55087,2.1883,1.6818,0.6466
55088,,,
55089,,,
55090,,,
55091,1.2925,1.2693,0.0609
55092,3.3594,0.3436,0.005
55093,,,
55094,,,
55095,,,
55096,,,
55097,,,
55098,,,
55099,,,
55100,,,
55101,6.3194,6.3209,3.3928
55102,,,
55103,,,
55104,,,
55105,80.7,80.7,40.1
55106,,,
55107,,,
55108,,,
55109,,,
55110,3.2552,2.4152,2.1525
55111,,,
55112,,,
55113,,,
55114,,,
55115,0.0026,0.0026,0.0026
55116,,,
55117,,,
55118,,,
55119,,,
55120,,,
55121,,,
55122,,,
55123,2.3018,1.9992,1.8528
55124,,,
55125,,,
55126,183.9459,180.6014,38.8311
55127,,,
55128,,,
55129,,,
55130,,,
55131,,,
55132,,,
55133,,,
55134,,,
55135,0.0339,0.0339,0.0113
55136,16.9459,8.8282,0.8259
55137,,,
55138,,,
55139,,,
55140,,,
55141,,,
55142,,,
55143,,,
55144,,,
55145,,,
55146,,,
55147,,,
55148,2.5925,2.5115,2.2883
55149,1.8568,1.8568,1.8568
55150,,,
55151,,,
55152,,,
55153,0.0255,0.0227,0.0002
55154,28.8682,28.5471,25.5338
55155,,,
55156,,,
55157,,,
55158,,,
55159,,,
55160,4.3026,4.3026,0.0346
55161,,,
55162,,,
55163,,,
55164,,,
55165,97.307,97.307,0.8333
55166,,,
55167,,,
55168,1.0,1.0,0.3191
55169,,,
55170,1.0251,0.5776,0.1874
55171,6.1136,1.3131,0.0117
55172,0.9101,0.197,0.0278
55173,,,
55174,,,
55175,10.1779,9.5716,1.1144
55176,,,
55177,,,
55178,,,
55179,,,
55180,1.5003,1.5003,
55181,,,
55182,,,
55183,,,
55184,,,
55185,,,
55186,,,
55187,,,
55188,,,
55189,0.8571,0.8571,0.2857
55190,,,
55191,,,
55192,3.4102,3.3606,0.0447
55193,,,
55194,,,
55195,,,
55196,,,
55197,,,
55198,,,
55199,,,
55200,4.6603,0.7321,0.2057
55201,,,
55202,,,
55203,,,
55204,,,
55205,,,
55206,,,
55207,,,
55208,,,
55209,,,
55210,2.0649,1.7465,0.1658
55211,,,
55212,,,
55213,0.2207,0.2207,0.0037
55214,1.0103,1.0103,0.4635
55215,,,
55216,1.4871,0.0822,0.0712
55217,,,
55218,0.8709,0.5937,
55219,0.9686,0.9248,0.0186
55220,,,
55221,,,
55222,2.8348,1.7967,0.1077
55223,,,
55224,,,
55225,,,
55226,1.0248,1.0248,1.0243
55227,0.9739,0.9739,0.0038
55228,1.0271,0.6876,0.6876
55229,,,
55230,,,
55231,0.5555,0.5488,0.3188
55232,,,
55233,,,
55234,,,
55235,0.0037,0.0037,0.0037
55236,,,
55237,,,
55238,59.6213,58.2896,1.5446
55239,,,
55240,,,
55241,,,
55242,,,
55243,,,
55244,0.6298,0.6298,0.0035
55245,,,
55246,,,
55247,,,
55248,,,
55249,,,
55250,,,
55251,,,
55252,,,
55253,0.723,0.4657,
55254,,,
55255,,,
55256,,,
55257,,,
55258,,,
55259,,,
55260,,,
55261,,,
55262,16.8571,15.7143,12.5714
55263,,,
55264,,,
55265,,,
55266,,,
55267,,,
55268,,,
55269,,,
55270,7.1118,7.1118,5.5941
55271,,,
55272,,,
55273,6.4223,5.9365,3.558
55274,,,
55275,1.0201,0.046,
55276,,,
55277,,,
55278,,,
55279,,,
55280,,,
55281,,,
55282,,,
55283,,,
55284,1.1078,0.7226,0.0619
55285,,,
55286,5.0481,4.9627,2.2636
55287,,,
55288,,,
55289,0.1152,0.1152,0.0081
55290,1.2634,0.8742,0.1644
55291,,,
55292,,,
55293,,,
55294,,,
55295,,,
55296,,,
55297,,,
55298,,,
55299,1.163,1.163,0.0159
55300,,,
55301,,,
55302,,,
55303,,,
55304,,,
55305,,,
55306,,,
55307,,,
55308,0.0573,0.0573,0.0541
55309,1.0558,1.0558,0.3709
55310,,,
55311,1.2444,1.2444,0.1022
55312,,,
55313,,,
55314,,,
55315,,,
55316,,,
55317,,,
55318,0.4973,0.4937,0.4937
55319,,,
55320,,,
55321,,,
55322,,,
55323,,,
55324,,,
55325,,,
55326,,,
55327,,,
55328,,,
55329,2.4552,1.4671,0.0846
55330,,,
55331,1.1852,1.1852,0.1019
55332,,,
55333,,,
55334,,,
55335,,,
55336,,,
55337,,,
55338,,,
55339,1.2278,0.5637,0.0324
55340,,,
55341,,,
55342,,,
55343,,,
55344,0.3689,0.3689,0.0205
55345,,,
55346,,,
55347,,,
55348,,,
55349,0.9215,0.2597,0.0179
55350,,,
55351,1.2796,1.2796,0.1712
55352,,,
55353,,,
55354,,,
55355,,,
55356,2.7288,2.1817,0.6418
55357,,,
55358,253.768,253.768,0.016
55359,,,
55360,3711.1667,2779.3333,1610.5
55361,,,
55362,,,
55363,,,
55364,,,
55365,,,
55366,,,
55367,,,
55368,3.5,1.0,
55369,,,
55370,6.4629,6.3914,0.2729
55371,819.0,405.0,12.0
55372,,,
55373,,,
55374,0.1397,0.1223,0.1203
55375,,,
55376,,,
55377,,,
55378,,,
55379,,,
55380,,,
55381,,,
55382,,,
55383,1.4209,1.4209,
55384,0.2555,0.2555,
55385,,,
55386,,,
55387,,,
55388,,,
55389,,,
55390,,,
55391,,,
55392,,,
55393,,,
55394,,,
55395,,,
55396,,,
55397,,,
55398,,,
55399,,,
55400,,,
55401,2.6429,1.0714,1.0714
55402,,,
55403,,,
55404,3.8556,3.8484,3.4874
55405,,,
55406,,,
55407,,,
55408,,,
55409,,,
55410,,,
55411,,,
55412,,,
55413,,,
55414,,,
55415,,,
55416,0.7949,0.7949,0.0171
55417,39.5556,38.8803,29.3248
55418,,,
55419,0.6669,0.266,0.0746
55420,6.5555,6.5555,6.3329
55421,,,
55422,,,
55423,,,
55424,24.0,24.0,6.6667
55425,9.6219,1.0143,0.2107
55426,,,
55427,,,
55428,,,
55429,,,
55430,,,
55431,1.1744,1.0962,0.0793
55432,0.9091,0.9091,0.0012
55433,,,
55434,,,
55435,,,
55436,,,
55437,5.3846,5.3846,2.7308
55438,,,
55439,,,
55440,,,
55441,,,
55442,1.9346,1.9346,0.0077
55443,,,
55444,,,
55445,,,
55446,,,
55447,,,
55448,,,
55449,1.2897,1.289,0.7762
55450,,,
55451,1.6602,0.7154,0.2409
55452,0.7136,0.6471,0.5525
55453,,,
55454,28.25,26.4457,22.3913
55455,2.9155,1.5322,0.009
55456,1.0882,0.53,0.4394
55457,,,
55458,,,
55459,,,
55460,,,
55461,,,
55462,,,
55463,,,
55464,,,
55465,,,
55466,1.2344,1.2344,0.3125
55467,,,
55468,,,
55469,9.1116,4.4282,2.2475
55470,10.9182,10.9182,10.6918
55471,,,
55472,,,
55473,,,
55474,,,
55475,,,
55476,,,
55477,,,
55478,,,
55479,6.8548,6.0351,1.8782
55480,6.4275,6.2442,0.0107
55481,,,
55482,,,
55483,,,
55484,,,
55485,,,
55486,,,
55487,,,
55488,,,
55489,,,
55490,,,
55491,,,
55492,,,
55493,,,
55494,0.8704,0.2086,0.0043
55495,,,
55496,4.7965,4.7965,0.9721
55497,,,
55498,,,
55499,,,
55500,,,
55501,,,
55502,,,
55503,,,
55504,,,
55505,,,
55506,,,
55507,,,
55508,,,
55509,,,
55510,,,
55511,,,
55512,4.5522,4.1734,0.0017
55513,,,
55514,2.0809,2.0809,2.0735
55515,,,
55516,,,
55517,,,
55518,,,
55519,,,
55520,,,
55521,,,
55522,,,
55523,,,
55524,2.1318,1.6609,0.2459
55525,1.2494,0.7067,0.2672
55526,,,
55527,,,
55528,,,
55529,,,
55530,,,
55531,,,
55532,,,
55533,,,
55534,,,
55535,,,
55536,1.3891,1.3854,0.0235
55537,38.8,38.8,37.2
55538,,,
55539,,,
55540,,,
55541,,,
55542,1.4146,1.4146,0.0244
55543,0.0601,0.0601,0.009
55544,,,
55545,,,
55546,,,
55547,,,
55548,,,
55549,,,
55550,,,
55551,,,
55552,,,
55553,0.0275,0.0275,0.0255
55554,,,
55555,0.6695,0.3572,0.1128
55556,,,
55557,,,
55558,,,
55559,231.2,231.2,162.4
55560,1.3358,1.2926,0.5389
55561,,,
55562,0.8274,0.8249,0.001
55563,,,
55564,0.2091,0.2091,0.0109
55565,,,
55566,,,
55567,,,
55568,229.0,26.0,26.0
55569,,,
55570,3.7177,3.7177,2.2824
55571,,,
55572,,,
55573,,,
55574,0.6695,0.6231,0.0059
55575,,,
55576,,,
55577,,,
55578,,,
55579,,,
55580,,,
55581,10.8333,10.8333,10.1667
55582,1.4572,0.3453,0.1889
55583,,,
55584,,,
55585,,,
55586,,,
55587,,,
55588,,,
55589,,,
55590,,,
55591,,,
55592,0.0752,0.0778,0.0714
55593,,,
55594,,,
55595,1.4277,1.4277,0.0058
55596,,,
55597,,,
55598,,,
55599,,,
55600,,,
55601,,,
55602,0.4265,0.4265,0.3981
55603,,,
55604,,,
55605,1.6231,1.596,0.6996
55606,177.0455,124.2727,35.8636
55607,1.9126,1.2252,0.1445
55608,,,
55609,,,
55610,,,
55611,,,
55612,,,
55613,,,
55614,,,
55615,1.9517,1.9517,0.2663
55616,,,
55617,,,
55618,,,
55619,,,
55620,,,
55621,,,
55622,,,
55623,1.0262,0.5382,0.3568
55624,3.1167,3.1167,2.35
55625,,,
55626,,,
55627,,,
55628,,,
55629,,,
55630,,,
55631,,,
55632,,,
55633,,,
55634,,,
55635,,,
55636,,,
55637,,,
55638,417.4545,417.4545,417.3636
55639,,,
55640,1.1622,0.4394,0.0066
55641,,,
55642,2.9871,2.8072,0.2718
55643,,,
55644,,,
55645,,,
55646,,,
55647,,,
55648,,,
55649,12.814,12.814,5.7907
55650,1.7104,0.9573,0.1837
55651,8.9333,2.9833,1.1
55652,0.726,0.6156,0.3935
55653,,,
55654,8.0139,7.4661,3.7351
55655,,,
55656,,,
55657,,,
55658,,,
55659,4.1446,3.8528,0.0156
55660,,,
55661,,,
55662,,,
55663,3.7696,3.7696,2.0553
55664,1.0711,1.0711,0.003
55665,,,
55666,8.975,8.975,1.25
55667,,,
55668,,,
55669,0.9691,0.8326,0.0039
55670,18.5556,18.5556,0.4444
55671,0.0333,0.0333,0.0333
55672,,,
55673,,,
55674,1.0478,1.0478,0.3397
55675,,,
55676,,,
55677,,,
55678,,,
55679,12.7733,12.7733,11.3968
55680,1.7524,0.1781,0.0012
55681,,,
55682,,,
55683,1.3958,1.2361,0.0022
55684,1.2577,1.2577,0.1571
55685,,,
55686,1.9322,1.5551,0.5049
55687,,,
55688,0.0301,0.0231,0.0087
55689,,,
55690,,,
55691,,,
55692,,,
55693,,,
55694,,,
55695,1.2263,0.0526,0.0105
55696,,,
55697,,,
55698,,,
55699,,,
55700,59.5962,59.5962,0.0192
55701,,,
55702,,,
55703,,,
55704,,,
55705,,,
55706,,,
55707,,,
55708,1.5956,1.4742,0.0271
55709,,,
55710,,,
55711,,,
55712,,,
55713,,,
55714,,,
55715,0.9978,0.7355,0.0166
55716,,,
55717,,,
55718,,,
55719,,,
55720,,,
55721,,,
55722,,,
55723,,,
55724,,,
55725,,,
55726,,,
55727,,,
55728,,,
55729,,,
55730,16.2737,16.2737,0.0151
55731,,,
55732,,,
55733,,,
55734,1.038,1.038,1.038
55735,,,
55736,,,
55737,,,
55738,,,
55739,,,
55740,,,
55741,108.6667,24.3333,1.8889
55742,,,
55743,2.5685,2.5685,1.2125
55744,277.5,277.5263,268.1842
55745,,,
55746,,,
55747,,,
55748,,,
55749,,,
55750,,,
55751,,,
55752,,,
55753,,,
55754,,,
55755,0.7339,0.7339,0.5806
55756,1.0319,0.9167,0.0009
55757,,,
55758,,,
55759,1.0924,0.6367,0.3483
55760,,,
55761,,,
55762,,,
55763,,,
55764,,,
55765,,,
55766,,,
55767,,,
55768,135.4685,117.5946,44.8108
55769,,,
55770,,,
55771,,,
55772,3.6231,3.6231,1.4328
55773,,,
55774,,,
55775,,,
55776,,,
55777,1.1094,1.1094,0.0017
55778,30.3119,30.237,18.6484
55779,,,
55780,160.0,16.3333,2.3333
55781,2.9831,2.9831,2.5464
55782,,,
55783,,,
55784,,,
55785,,,
55786,407.0,407.0,19.0
55787,1.0592,1.0592,0.5635
55788,,,
55789,,,
55790,,,
55791,2.0739,0.996,0.5931
55792,,,
55793,14.2835,14.2835,2.5591
55794,1.2676,1.1667,0.0321
55795,,,
55796,,,
55797,,,
55798,2.7191,2.7191,0.1306
55799,,,
55800,,,
55801,,,
55802,12.4245,12.4245,0.5873
55803,0.2989,0.2989,0.0471
55804,0.6856,0.5187,0.4233
55805,0.5111,0.0879,0.0641
55806,,,
55807,,,
55808,,,
55809,,,
55810,,,
55811,1.5252,1.5252,0.9077
55812,,,
55813,,,
55814,,,
55815,,,
55816,,,
55817,,,
55818,,,
55819,,,
55820,,,
55821,,,
55822,,,
55823,,,
55824,,,
55825,,,
55826,,,
55827,,,
55828,,,
55829,2.3326,1.9037,0.7171
55830,,,
55831,,,
55832,,,
55833,9.2671,8.5244,0.1938
55834,,,
55835,,,
55836,,,
55837,,,
55838,,,
55839,,,
55840,,,
55841,,,
55842,,,
55843,,,
55844,,,
55845,,,
55846,,,
55847,,,
55848,0.1075,0.1075,0.0322
55849,,,
55850,,,
55851,,,
55852,,,
55853,,,
55854,0.8506,0.8506,0.0012
55855,,,
55856,,,
55857,,,
55858,,,
55859,,,
55860,1.381,0.4286,0.1238
55861,,,
55862,2.6483,2.5411,1.7673
55863,,,
55864,,,
55865,,,
55866,,,
55867,,,
55868,,,
55869,,,
55870,,,
55871,,,
55872,,,
55873,2.7537,1.5835,0.4839
55874,117.5217,117.5217,0.3913
55875,,,
55876,,,
55877,9.553,7.9606,0.0761
55878,,,
55879,2.6953,1.3206,0.4119
55880,,,
55881,,,
55882,,,
55883,,,
55884,1.0,,
55885,324.9148,324.0795,1.0284
55886,,,
55887,,,
55888,,,
55889,,,
55890,,,
55891,,,
55892,,,
55893,,,
55894,,,
55895,,,
55896,1043.0,932.0,0.5
55897,,,
55898,,,
55899,,,
55900,,,
55901,,,
55902,,,
55903,,,
55904,,,
55905,,,
55906,,,
55907,1.0248,0.7688,0.2555
55908,,,
55909,,,
55910,,,
55911,1.0361,0.5395,0.0096
55912,,,
55913,,,
55914,,,
55915,,,
55916,,,
55917,,,
55918,,,
55919,,,
55920,,,
55921,,,
55922,0.5204,0.5204,0.0005
55923,,,
55924,,,
55925,,,
55926,,,
55927,,,
55928,,,
55929,,,
55930,,,
55931,,,
55932,,,
55933,,,
55934,,,
55935,,,
55936,0.6471,0.6471,0.0001
55937,,,
55938,0.8297,0.1023,0.002
55939,,,
55940,,,
55941,,,
55942,,,
55943,,,
55944,1.0325,0.9276,0.0485
55945,1.5128,1.5128,1.3846
55946,,,
55947,,,
55948,0.9671,0.5465,0.0258
55949,,,
55950,,,
55951,,,
55952,2.4091,1.7273,0.1364
55953,,,
55954,,,
55955,,,
55956,,,
55957,2.2789,2.2789,0.0015
55958,,,
55959,,,
55960,,,
55961,0.538,0.3218,
55962,,,
55963,,,
55964,,,
55965,,,
55966,,,
55967,,,
55968,,,
55969,,,
55970,,,
55971,,,
55972,1.1027,0.8966,0.5318
55973,0.718,0.718,0.0002
55974,,,
55975,0.8264,0.8264,
55976,1209.3696,1205.1957,416.2826
55977,,,
55978,,,
55979,1.6515,1.6202,0.1429
55980,,,
55981,,,
55982,3.5172,1.0954,0.1385
55983,1.1513,1.1489,0.1997
55984,,,
55985,,,
55986,3.7197,3.7197,0.0069
55987,,,
55988,,,
55989,,,
55990,,,
55991,9.8105,0.6118,0.3119
55992,,,
55993,,,
55994,,,
55995,1.0187,1.0187,0.1798
55996,0.3484,0.2746,
55997,,,
55998,,,
55999,,,
56000,,,
56001,,,
56002,,,
56003,,,
56004,,,
56005,,,
56006,,,
56007,,,
56008,70.5738,7.6066,1.5574
56009,,,
56010,,,
56011,,,
56012,2.657,1.1934,0.3431
56013,13.5769,13.5769,11.3462
56014,,,
56015,3.2407,1.66,0.0499
56016,1.1145,0.6975,0.2893
56017,,,
56018,,,
56019,1.0497,0.598,0.0127
56020,1.039,1.039,0.0006
56021,,,
56022,,,
56023,,,
56024,,,
56025,,,
56026,,,
56027,,,
56028,,,
56029,,,
56030,,,
56031,,,
56032,,,
56033,,,
56034,418.5,140.5,2.5
56035,,,
56036,0.8247,0.5515,
56037,1.0053,0.8717,0.0214
56038,,,
56039,,,
56040,,,
56041,,,
56042,1.05,1.05,1.015
56043,,,
56044,,,
56045,,,
56046,,,
56047,1148.6818,1148.6818,863.1818
56048,,,
56049,3.9181,1.2119,0.0022
56050,,,
56051,13.9625,4.5188,3.5833
56052,,,
56053,2.6006,0.7169,0.0532
56054,,,
56055,,,
56056,,,
56057,12.0926,1.8882,0.7393
56058,,,
56059,,,
56060,,,
56061,,,
56062,,,
56063,0.4595,0.4533,0.0061
56064,,,
56065,,,
56066,,,
56067,,,
56068,,,
56069,,,
56070,,,
56071,,,
56072,1.1154,1.1127,0.0526
56073,,,
56074,1.4167,0.8676,0.0805
56075,,,
56076,,,
56077,,,
56078,,,
56079,,,
56080,,,
56081,,,
56082,1.4172,1.22,0.3283
56083,12.2618,12.2618,8.9589
56084,,,
56085,1.6071,0.9961,0.0079
56086,,,
56087,,,
56088,120.0,120.0,84.6923
56089,,,
56090,1.3766,1.0272,0.0177
56091,,,
56092,,,
56093,,,
56094,,,
56095,24.3051,15.5932,0.0169
56096,,,
56097,0.9667,0.7982,
56098,1.0019,1.0019,0.019
56099,,,
56100,1.3656,1.3642,0.0159
56101,5.3295,4.7697,4.3458
56102,,,
56103,,,
56104,,,
56105,,,
56106,,,
56107,,,
56108,,,
56109,1.5706,0.6892,0.1406
56110,,,
56111,,,
56112,0.8393,0.0687,0.0687
56113,,,
56114,,,
56115,,,
56116,,,
56117,1.2746,0.7027,0.3147
56118,4.7611,2.2655,0.0885
56119,,,
56120,,,
56121,1.0161,0.1902,0.0625
56122,1.6706,1.5484,0.0964
56123,5.8922,5.8922,1.4001
56124,,,
56125,,,
56126,,,
56127,1.3165,0.367,0.0051
56128,,,
56129,,,
56130,0.999,0.8767,0.0158
56131,15.0377,15.026,0.0162
56132,,,
56133,,,
56134,,,
56135,1.0351,0.9016,0.0309
56136,,,
56137,,,
56138,,,
56139,1.6,1.6,0.1286
56140,1.0804,0.4955,0.0073
56141,1.0088,0.6972,0.0016
56142,,,
56143,,,
56144,1.2711,1.2711,
56145,,,
56146,,,
56147,,,
56148,,,
56149,1.1234,1.1234,0.0919
56150,,,
56151,,,
56152,,,
56153,,,
56154,,,
56155,,,
56156,12.153,5.391,0.0031
56157,,,
56158,,,
56159,,,
56160,1.1229,0.9924,0.0625
56161,,,
56162,1.4482,1.358,0.4464
56163,1.0359,0.6077,0.0012
56164,1.0542,1.0542,0.0004
56165,2.8059,1.1526,0.9124
56166,,,
56167,,,
56168,,,
56169,,,
56170,,,
56171,,,
56172,,,
56173,,,
56174,,,
56175,2.2523,2.2523,0.2769
56176,32.9097,32.8348,
56177,,,
56178,,,
56179,,,
56180,,,
56181,,,
56182,,,
56183,0.987,0.987,0.0218
56184,,,
56185,,,
56186,,,
56187,,,
56188,,,
56189,6.9384,6.9382,5.454
56190,,,
56191,12.1291,9.4819,0.0618
56192,,,
56193,,,
56194,,,
56195,,,
56196,,,
56197,,,
56198,,,
56199,,,
56200,,,
56201,79.4,77.15,3.75
56202,,,
56203,,,
56204,,,
56205,1.1189,1.0599,0.0216
56206,,,
56207,,,
56208,1.1099,0.3423,0.2878
56209,,,
56210,,,
56211,,,
56212,,,
56213,,,
56214,,,
56215,,,
56216,6.1659,6.152,0.5231
56217,,,
56218,1.7741,1.7741,0.0437
56219,,,
56220,0.1513,0.1513,0.0344
56221,,,
56222,,,
56223,,,
56224,,,
56225,1.3751,1.0085,0.0665
56226,,,
56227,,,
56228,,,
56229,3.2083,1.6646,0.4682
56230,,,
56231,,,
56232,1.0999,0.5828,0.0066
56233,,,
56234,1.0044,1.0044,
56235,,,
56236,,,
56237,447.0,447.0,1.0
56238,,,
56239,,,
56240,0.4356,0.4356,
56241,,,
56242,1.0391,0.6166,0.0042
56243,,,
56244,1.4549,1.446,0.0005
56245,,,
56246,,,
56247,,,
56248,,,
56249,,,
56250,0.9517,0.948,0.9469
56251,,,
56252,,,
56253,,,
56254,,,
56255,2.1113,2.1005,0.2505
56256,,,
56257,,,
56258,,,
56259,,,
56260,,,
56261,,,
56262,1.0451,0.2232,0.1521
56263,,,
56264,,,
56265,,,
56266,,,
56267,,,
56268,,,
56269,,,
56270,1.0709,0.5422,
56271,108.0,108.0,5.5
